gameId,playId,catchingReceiver,closestCorner,catchSeparation,offense,defense,xReceiverMate1,yReceiverMate1,xReceiverMate2,yReceiverMate2,xReceiverMate3,yReceiverMate3,xReceiverMate4,yReceiverMate4,xcatchingReceiverRoute,ycatchingReceiverRoute,down,yardsToGo,offenseFormation,defendersInTheBox,numberOfPassRushers,personnel.defense,personnel.offense
2017091004,1457,Eric Ebron,Tyvon Branch,1.2901550294441326,home,away,short,flat,short,slant,short,flat,medium,in,short,slant,3,5,SHOTGUN,6.0,4.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,1481,Golden Tate,Karlos Dansby,1.1047624178980744,home,away,short,slant,short,slant,short,flat,short,stop,short,slant,1,10,SHOTGUN,6.0,3.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,1570,Marvin Jones,Patrick Peterson,1.0031948963187562,home,away,short,slant,medium,out,short,stop,short,stop,short,flat,2,6,SHOTGUN,7.0,4.0,"3 DL, 4 LB, 4 DB","1 RB, 2 TE, 2 WR"
2017091004,1790,Golden Tate,Markus Golden,2.4149948240110133,home,away,short,slant,short,flat,short,stop,short,stop,short,slant,2,14,EMPTY,6.0,4.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,1814,Theo Riddick,Tyvon Branch,1.4436758638974443,home,away,medium,in,deep,corner,medium,in,medium,out,short,flat,3,9,SHOTGUN,5.0,4.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,1900,John Brown,Nevin Lawson,0.5162363799656101,away,home,short,flat,medium,in,short,slant,short,flat,short,slant,2,10,SHOTGUN,6.0,5.0,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,1924,John Brown,Nevin Lawson,3.1426899306167613,away,home,short,slant,short,flat,medium,out,short,flat,short,flat,1,10,SHOTGUN,6.0,4.0,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,1958,Larry Fitzgerald,Jarrad Davis,1.371167385843172,away,home,short,flat,short,slant,medium,in,short,flat,short,slant,1,10,SHOTGUN,6.0,4.0,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,2081,John Brown,Darius Slay,2.641514716975857,away,home,medium,in,short,stop,medium,out,short,flat,short,flat,3,7,SHOTGUN,7.0,5.0,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017091004,2208,Theo Riddick,Frostee Rucker,6.573682377480682,home,away,short,flat,medium,out,medium,in,medium,out,short,slant,1,10,SHOTGUN,6.0,4.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,2293,Golden Tate,Haason Reddick,1.161808934377769,home,away,short,slant,short,flat,medium,out,medium,in,short,slant,3,10,SHOTGUN,6.0,4.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,2502,Eric Ebron,Josh Bynes,6.452480143324728,home,away,short,slant,short,slant,short,stop,short,slant,short,flat,2,10,I_FORM,7.0,4.0,"3 DL, 3 LB, 5 DB","1 RB, 2 TE, 2 WR"
2017091004,2526,Golden Tate,Tyrann Mathieu,1.3493702234746403,home,away,short,slant,short,slant,short,slant,medium,out,short,slant,3,6,SHOTGUN,6.0,5.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,2571,Kenny Golladay,Justin Bethel,0.7707788269017279,home,away,short,stop,short,flat,short,stop,medium,out,short,slant,2,8,EMPTY,6.0,4.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,2661,David Johnson,A'Shawn Robinson,7.864858549268383,away,home,short,stop,short,slant,short,flat,short,stop,short,flat,2,7,SHOTGUN,7.0,5.0,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,2810,John Brown,Darius Slay,3.5531676008879707,away,home,short,stop,short,stop,short,stop,short,stop,short,stop,1,10,SINGLEBACK,7.0,4.0,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,2834,David Johnson,Haloti Ngata,4.931379117447773,away,home,short,slant,medium,out,medium,in,medium,out,short,slant,2,10,SINGLEBACK,6.0,4.0,"4 DL, 2 LB, 5 DB","1 RB, 0 TE, 4 WR"
2017091004,2858,Larry Fitzgerald,Jarrad Davis,5.3099623350829965,away,home,medium,in,medium,out,medium,out,short,flat,short,slant,3,2,SHOTGUN,7.0,4.0,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,2935,David Johnson,Ezekiel Ansah,1.2624579200908037,away,home,short,slant,medium,out,medium,in,medium,out,medium,out,2,20,SHOTGUN,6.0,4.0,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,3019,Marvin Jones,Patrick Peterson,4.5396145210799626,home,away,short,flat,deep,post,short,slant,deep,post,medium,out,1,10,SINGLEBACK,7.0,5.0,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,3254,Jermaine Gresham,Jarrad Davis,1.8613167382259213,away,home,short,flat,short,flat,short,stop,short,stop,short,slant,1,10,SINGLEBACK,7.0,4.0,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,3368,J.J. Nelson,Nevin Lawson,0.8443340571124638,away,home,short,slant,short,flat,short,slant,short,slant,short,stop,2,14,SINGLEBACK,6.0,5.0,"4 DL, 1 LB, 6 DB","1 RB, 0 TE, 4 WR"
2017091004,3507,Golden Tate,Tyrann Mathieu,3.90913033806754,home,away,short,flat,short,stop,short,flat,short,flat,short,stop,2,14,SHOTGUN,6.0,4.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,3531,T.J. Jones,Justin Bethel,2.411327435252212,home,away,short,slant,medium,in,short,slant,short,slant,medium,in,3,10,SHOTGUN,4.0,5.0,"1 DL, 3 LB, 7 DB","1 RB, 1 TE, 3 WR"
2017091004,3572,Golden Tate,Tyrann Mathieu,1.7519132398609252,home,away,short,slant,short,flat,short,slant,medium,in,short,slant,1,10,SHOTGUN,6.0,5.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,3628,T.J. Jones,Tyrann Mathieu,5.744153549479678,home,away,short,stop,medium,out,short,slant,short,slant,medium,out,2,6,SHOTGUN,6.0,4.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,3705,Kenny Golladay,Justin Bethel,0.9502105029939446,home,away,short,slant,short,slant,medium,out,short,flat,medium,out,2,10,SHOTGUN,7.0,4.0,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,3778,Andre Ellington,Nevin Lawson,1.2682665335015348,away,home,short,slant,short,stop,medium,out,medium,in,short,flat,1,10,SHOTGUN,6.0,4.0,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,3824,Kerwynn Williams,Nevin Lawson,7.126324438306191,away,home,short,flat,short,stop,medium,in,short,slant,short,flat,2,10,SINGLEBACK,6.0,3.0,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,3983,Golden Tate,Karlos Dansby,4.186884283091664,home,away,medium,in,short,slant,short,slant,short,flat,short,flat,1,10,SHOTGUN,6.0,4.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091004,4028,Kenny Golladay,Justin Bethel,2.6925824035672448,home,away,medium,out,short,slant,short,flat,short,stop,deep,post,2,9,SINGLEBACK,8.0,4.0,"3 DL, 3 LB, 5 DB","1 RB, 2 TE, 2 WR"
2017091004,4148,Jermaine Gresham,Jarrad Davis,0.4382921400162227,away,home,short,stop,short,stop,medium,out,short,stop,short,stop,1,10,EMPTY,5.0,4.0,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017091004,4183,Andre Ellington,Miles Killebrew,5.228049349422784,away,home,short,stop,short,flat,short,stop,short,stop,short,slant,1,10,EMPTY,5.0,4.0,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017091004,4207,Larry Fitzgerald,Tavon Wilson,4.0301116609840975,away,home,medium,out,short,flat,medium,out,medium,out,short,slant,1,10,SHOTGUN,6.0,4.0,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017091004,4298,J.J. Nelson,D.J. Hayden,1.685852899869973,away,home,medium,in,short,flat,medium,in,short,slant,short,stop,3,13,SHOTGUN,4.0,4.0,"4 DL, 1 LB, 6 DB","1 RB, 0 TE, 4 WR"
2017091004,4382,J.J. Nelson,Jarrad Davis,3.107104761671228,away,home,short,stop,short,flat,short,slant,medium,in,short,slant,2,10,SHOTGUN,4.0,3.0,"4 DL, 1 LB, 6 DB","1 RB, 0 TE, 4 WR"
2017091004,4423,Larry Fitzgerald,Jarrad Davis,0.4609772228646409,away,home,short,flat,short,slant,short,flat,short,slant,short,stop,3,1,EMPTY,5.0,4.0,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017090700,94,Rex Burkhead,Justin Houston,4.874033237473864,home,away,medium,out,short,flat,medium,in,short,stop,short,flat,2,10,SINGLEBACK,7.0,3.0,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,449,James White,Ron Parker,2.5402362094891844,home,away,short,flat,short,slant,short,flat,short,slant,short,slant,2,10,EMPTY,5.0,3.0,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,629,Danny Amendola,Ron Parker,2.2463525992150037,home,away,short,flat,short,slant,short,stop,short,flat,short,slant,3,6,SHOTGUN,5.0,4.0,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,724,Tyreek Hill,Kyle Van Noy,3.2780024405115964,away,home,short,slant,medium,in,short,slant,short,flat,short,slant,1,10,SHOTGUN,7.0,4.0,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,748,Demetrius Harris,Malcolm Butler,6.2885610436728685,away,home,short,slant,short,flat,short,flat,short,flat,short,flat,1,10,PISTOL,7.0,4.0,"3 DL, 2 LB, 6 DB","1 RB, 3 TE, 1 WR"
2017090700,777,Kareem Hunt,Duron Harmon,5.740818756937027,away,home,short,stop,short,stop,short,stop,short,stop,short,flat,2,2,SHOTGUN,6.0,6.0,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,822,Albert Wilson,Malcom Brown,0.7624303246854667,away,home,short,flat,short,flat,short,stop,short,slant,short,slant,2,1,SHOTGUN,6.0,1.0,"3 DL, 2 LB, 6 DB","0 RB, 1 TE, 4 WR"
2017090700,846,Tyreek Hill,Patrick Chung,2.5355867171130315,away,home,medium,in,short,slant,medium,out,medium,out,medium,out,1,10,SHOTGUN,6.0,3.0,"3 DL, 2 LB, 6 DB","0 RB, 1 TE, 4 WR"
2017090700,870,Chris Conley,Malcolm Butler,3.85762880536736,away,home,short,slant,short,slant,medium,in,short,flat,short,slant,1,10,SHOTGUN,6.0,4.0,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,1025,Danny Amendola,Ron Parker,2.1871671175289773,home,away,short,flat,medium,out,short,flat,medium,out,medium,in,2,7,SHOTGUN,6.0,4.0,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,1049,Brandin Cooks,Derrick Johnson,4.630615509843162,home,away,medium,in,short,flat,medium,in,short,flat,short,slant,1,10,SINGLEBACK,7.0,3.0,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,1397,Danny Amendola,Terrance Mitchell,4.607168327725826,home,away,medium,in,short,slant,medium,out,medium,out,short,flat,3,2,SHOTGUN,7.0,3.0,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017090700,1464,Rob Gronkowski,Eric Berry,0.8256512580987242,home,away,short,flat,medium,in,medium,in,short,flat,short,slant,3,10,EMPTY,5.0,3.0,"1 DL, 4 LB, 6 DB","2 RB, 1 TE, 2 WR"
2017090700,1993,Albert Wilson,Malcom Brown,6.484751344500421,away,home,medium,in,deep,corner,deep,corner,short,flat,short,slant,2,7,SHOTGUN,6.0,3.0,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,2034,Travis Kelce,Devin McCourty,0.7602631123499345,away,home,medium,in,medium,out,short,flat,short,flat,medium,in,1,10,SHOTGUN,7.0,3.0,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,2058,Albert Wilson,Eric Rowe,7.600657866263942,away,home,medium,in,short,slant,medium,in,short,flat,short,flat,1,10,SHOTGUN,6.0,4.0,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,2166,Charcandrick West,Dont'a Hightower,4.398022282799402,away,home,short,flat,short,slant,short,slant,short,slant,short,flat,1,10,EMPTY,5.0,3.0,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,2190,Albert Wilson,Malcolm Butler,2.828161947272464,away,home,medium,in,short,flat,medium,in,medium,out,short,slant,2,6,EMPTY,4.0,3.0,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,2219,Tyreek Hill,Patrick Chung,3.6032207814676,away,home,short,slant,medium,out,short,slant,medium,in,short,stop,3,5,SHOTGUN,5.0,4.0,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,2276,De'Anthony Thomas,Devin McCourty,3.5990693241447853,away,home,short,slant,short,stop,short,slant,short,stop,short,slant,1,1,SHOTGUN,7.0,4.0,"3 DL, 2 LB, 6 DB","1 RB, 2 TE, 2 WR"
2017090700,2317,Kareem Hunt,Malcolm Butler,2.8263934616397632,away,home,short,flat,short,slant,short,slant,short,flat,short,slant,2,3,SHOTGUN,7.0,5.0,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,2495,Travis Kelce,Kyle Van Noy,3.9085803049189054,away,home,short,flat,short,flat,short,flat,short,flat,short,slant,1,20,SHOTGUN,7.0,1.0,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,2524,Kareem Hunt,Dont'a Hightower,10.353091325782843,away,home,short,slant,short,slant,short,flat,medium,out,short,slant,2,13,SINGLEBACK,6.0,3.0,"3 DL, 2 LB, 6 DB","1 RB, 2 TE, 2 WR"
2017090700,2548,Tyreek Hill,Malcolm Butler,2.2865913495856587,away,home,short,slant,short,flat,short,stop,medium,out,short,slant,3,5,SHOTGUN,6.0,6.0,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,2613,Danny Amendola,Dee Ford,4.9510099979701065,home,away,short,slant,short,slant,short,slant,short,slant,short,slant,2,10,SHOTGUN,6.0,3.0,"1 DL, 4 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,2756,Tyreek Hill,Devin McCourty,7.750774154882853,away,home,deep,post,short,slant,deep,corner,short,flat,deep,corner,1,10,SHOTGUN,6.0,4.0,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,3081,Danny Amendola,Phillip Gaines,3.8616706229299225,home,away,short,flat,medium,in,medium,in,short,flat,medium,in,1,10,SHOTGUN,7.0,3.0,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017090700,3222,Travis Kelce,Lawrence Guy,2.7601630386627583,away,home,short,flat,short,slant,short,slant,short,flat,short,slant,1,10,PISTOL,7.0,0.0,"4 DL, 1 LB, 6 DB","1 RB, 2 TE, 2 WR"
2017090700,3673,Travis Kelce,Malcom Brown,1.8335757415498293,away,home,short,flat,short,slant,short,slant,short,flat,short,slant,2,2,PISTOL,7.0,4.0,"4 DL, 1 LB, 6 DB","1 RB, 2 TE, 2 WR"
2017090700,3725,Kareem Hunt,Cassius Marsh,1.7947144619688151,away,home,medium,in,deep,corner,deep,post,short,slant,deep,corner,1,10,SHOTGUN,7.0,4.0,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,3776,James White,Derrick Johnson,8.253496228871736,home,away,short,stop,medium,in,medium,in,medium,in,short,flat,1,10,SHOTGUN,7.0,5.0,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,3800,Chris Hogan,Derrick Johnson,4.799885415298996,home,away,short,stop,short,flat,short,slant,short,flat,short,flat,1,10,EMPTY,6.0,4.0,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,3846,James White,Derrick Johnson,6.574990494289705,home,away,short,slant,short,slant,short,slant,short,slant,short,slant,3,2,SHOTGUN,6.0,5.0,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,3940,Travis Kelce,Eric Rowe,6.390970192388639,away,home,short,flat,short,slant,medium,in,short,slant,short,slant,3,8,SHOTGUN,4.0,4.0,"3 DL, 1 LB, 7 DB","0 RB, 1 TE, 4 WR"
2017090700,4158,Tyreek Hill,Kyle Van Noy,9.671364950202218,away,home,short,slant,short,slant,medium,in,short,slant,short,flat,1,10,SHOTGUN,6.0,4.0,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,4203,Kareem Hunt,Stephon Gilmore,9.13455527105726,away,home,short,slant,short,slant,short,stop,short,stop,short,flat,1,10,SHOTGUN,5.0,3.0,"4 DL, 1 LB, 6 DB","1 RB, 2 TE, 2 WR"
2017090700,4227,Chris Conley,Malcolm Butler,2.716210595664482,away,home,medium,in,short,flat,medium,in,short,slant,medium,out,2,6,SHOTGUN,6.0,3.0,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR"
2017090700,4273,Albert Wilson,Cassius Marsh,4.269203672817683,away,home,medium,out,short,flat,short,stop,short,flat,short,slant,2,10,SHOTGUN,6.0,3.0,"4 DL, 1 LB, 6 DB","1 RB, 2 TE, 2 WR"
2017091003,321,Matt Dayes,Artie Burns,6.259792328823697,home,away,short,slant,short,stop,medium,out,short,stop,short,flat,2,17,SHOTGUN,6.0,4.0,"2 DL, 4 LB, 5 DB","2 RB, 1 TE, 2 WR"
2017091003,389,Eli Rogers,Jamie Collins,6.181585557120441,away,home,short,slant,short,slant,short,stop,short,stop,short,flat,1,10,EMPTY,4.0,3.0,"3 DL, 4 LB, 4 DB","1 RB, 1 TE, 3 WR"
2017091003,424,Antonio Brown,Jamar Taylor,3.5151386885868297,away,home,short,stop,short,stop,short,stop,short,stop,short,stop,1,18,EMPTY,7.0,5.0,"2 DL, 4 LB, 5 DB","0 RB, 1 TE, 4 WR"
2017091003,513,Antonio Brown,Emmanuel Ogbah,6.616615449004122,away,home,short,flat,medium,out,short,stop,short,flat,short,slant,3,25,SHOTGUN,5.0,3.0,"1 DL, 5 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091003,602,Duke Johnson,Anthony Chickillo,3.8591838515416654,home,away,deep,corner,short,stop,medium,out,medium,out,short,slant,3,8,SHOTGUN,7.0,4.0,"2 DL, 4 LB, 5 DB","2 RB, 1 TE, 2 WR"
2017091003,651,Ricardo Louis,Joe Haden,5.968249324550699,home,away,short,stop,short,stop,short,slant,short,slant,short,flat,2,4,SHOTGUN,6.0,3.0,"2 DL, 4 LB, 5 DB","2 RB, 1 TE, 2 WR"
2017091003,700,Matt Dayes,Sean Davis,1.4410065926289166,home,away,medium,out,short,flat,medium,out,medium,in,short,slant,1,10,EMPTY,6.0,5.0,"2 DL, 4 LB, 5 DB","2 RB, 1 TE, 2 WR"
2017091003,953,Jesse James,Jabrill Peppers,11.823713460668776,away,home,medium,out,short,slant,medium,out,medium,out,short,flat,3,10,SHOTGUN,7.0,6.0,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091003,1170,Seth DeValve,Joe Haden,4.6303563577763605,home,away,medium,out,short,flat,medium,out,short,stop,short,flat,3,11,SHOTGUN,5.0,4.0,"2 DL, 3 LB, 6 DB","2 RB, 1 TE, 2 WR"
2017091003,1266,Eli Rogers,Jamie Collins,2.8560812313377886,away,home,medium,out,short,flat,short,slant,short,flat,short,flat,1,10,SHOTGUN,5.0,4.0,"3 DL, 4 LB, 4 DB","1 RB, 1 TE, 3 WR"
2017091003,1351,Corey Coleman,Joe Haden,3.1521738530734646,home,away,deep,post,short,slant,short,slant,short,stop,medium,in,1,10,SHOTGUN,7.0,4.0,"2 DL, 4 LB, 5 DB","2 RB, 1 TE, 2 WR"
2017091003,1476,Antonio Brown,Jamar Taylor,8.135582339328884,away,home,short,stop,short,stop,short,flat,short,slant,short,flat,1,10,EMPTY,6.0,4.0,"2 DL, 4 LB, 5 DB","0 RB, 1 TE, 4 WR"
2017091003,1500,Jesse James,Briean Boddy-Calhoun,1.5623699945915484,away,home,short,slant,short,stop,short,stop,short,flat,short,stop,1,10,EMPTY,7.0,5.0,"2 DL, 4 LB, 5 DB","0 RB, 1 TE, 4 WR"
2017091003,1531,Martavis Bryant,Briean Boddy-Calhoun,7.211802825923626,away,home,short,slant,short,flat,short,flat,short,flat,short,stop,2,4,EMPTY,6.0,5.0,"2 DL, 4 LB, 5 DB","0 RB, 1 TE, 4 WR"
2017091003,1741,Le'Veon Bell,Danny Shelton,6.292002860774938,away,home,short,slant,short,slant,short,flat,short,slant,short,stop,1,14,SHOTGUN,5.0,4.0,"3 DL, 4 LB, 4 DB","1 RB, 1 TE, 3 WR"
2017091003,1765,Antonio Brown,Joe Schobert,3.2434703636691387,away,home,short,flat,short,stop,short,slant,short,flat,medium,in,2,8,EMPTY,6.0,5.0,"2 DL, 4 LB, 5 DB","0 RB, 1 TE, 4 WR"
2017091003,1810,Antonio Brown,Derrick Kindred,3.0504098085339315,away,home,medium,out,medium,in,short,slant,short,flat,short,slant,1,10,EMPTY,5.0,3.0,"2 DL, 4 LB, 5 DB","0 RB, 1 TE, 4 WR"
2017091003,1834,Antonio Brown,Jamar Taylor,8.836339739960215,away,home,short,flat,short,stop,short,stop,short,slant,short,flat,1,10,EMPTY,6.0,5.0,"2 DL, 4 LB, 5 DB","0 RB, 1 TE, 4 WR"
2017091003,2014,Corey Coleman,Joe Haden,5.972244134326723,home,away,medium,out,short,stop,medium,in,medium,in,short,flat,2,7,SHOTGUN,6.0,5.0,"2 DL, 4 LB, 5 DB","2 RB, 1 TE, 2 WR"
2017091003,2195,Corey Coleman,Joe Haden,2.553311575190146,home,away,short,flat,short,stop,deep,corner,short,slant,medium,out,1,10,SHOTGUN,6.0,5.0,"2 DL, 4 LB, 5 DB","2 RB, 1 TE, 2 WR"
2017091003,2240,Seth DeValve,Artie Burns,8.967429955120926,home,away,short,stop,short,slant,medium,out,medium,out,short,flat,2,6,SHOTGUN,6.0,5.0,"2 DL, 4 LB, 5 DB","2 RB, 1 TE, 2 WR"
2017091003,2366,Martavis Bryant,Jamar Taylor,0.7715568676384104,away,home,medium,in,short,slant,short,stop,short,flat,medium,out,1,10,SHOTGUN,8.0,6.0,"3 DL, 4 LB, 4 DB","1 RB, 2 TE, 2 WR"
2017091003,2444,Le'Veon Bell,Danny Shelton,3.901038323318552,away,home,medium,out,medium,in,short,slant,short,stop,short,flat,1,10,SHOTGUN,6.0,4.0,"3 DL, 4 LB, 4 DB","1 RB, 1 TE, 3 WR"
2017091003,2527,Jesse James,Joe Schobert,2.1552262062252328,away,home,short,stop,short,stop,short,flat,short,stop,short,stop,3,2,EMPTY,6.0,2.0,"1 DL, 5 LB, 5 DB","1 RB, 1 TE, 3 WR"
2017091003,2578,Corey Coleman,William Gay,3.8337970733986406,home,away,short,flat,short,stop,short,flat,short,stop,short,flat,1,10,SHOTGUN,7.0,4.0,"2 DL, 4 LB, 5 DB","2 RB, 1 TE, 2 WR"
2017091003,2688,Kenny Britt,Joe Haden,1.9363109254456023,home,away,short,slant,medium,out,medium,out,short,stop,short,flat,1,10,SHOTGUN,6.0,5.0,"2 DL, 4 LB, 5 DB","2 RB, 1 TE, 2 WR"
2017091003,2796,Seth DeValve,William Gay,2.098809186181533,home,away,short,slant,short,flat,short,flat,short,stop,short,flat,4,2,SHOTGUN,5.0,4.0,"2 DL, 3 LB, 6 DB","2 RB, 1 TE, 2 WR"
